sourceUrl,regions,notes
https://dol.ny.gov/news/ironworkers-jac-syracuse-lu-60-0,"[""Central New York"", ""Finger Lakes"", ""North Country"", ""Southern Tier""]",locationSummary: region 'north country' -> North Country | locationSummary: region 'finger lakes' -> Finger Lakes | locationSummary: region 'central' -> Central New York | locationSummary: region 'southern' -> Southern Tier | residencyRequirement: county_name 'jefferson' -> North Country | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'onondaga' -> Central New York | residencyRequirement: county_name 'chenango' -> Southern Tier | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'madison' -> Central New York | residencyRequirement: county_name 'cayuga' -> Central New York | residencyRequirement: county_name 'oswego' -> Central New York | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'broome' -> Southern Tier | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'tioga' -> Southern Tier | allRequirements: county_name 'jefferson' -> North Country | allRequirements: county_name 'cortland' -> Central New York | allRequirements: county_name 'onondaga' -> Central New York | allRequirements: county_name 'chenango' -> Southern Tier | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'tompkins' -> Southern Tier | allRequirements: county_name 'madison' -> Central New York | allRequirements: county_name 'cayuga' -> Central New York | allRequirements: county_name 'oswego' -> Central New York | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'broome' -> Southern Tier | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'tioga' -> Southern Tier
https://dol.ny.gov/news/ironworkers-jatc-lu-417-newburgh,"[""Hudson Valley""]",residencyRequirement: county 'ulster county' -> Hudson Valley | residencyRequirement: county_name 'dutchess' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'sullivan' -> Hudson Valley | residencyRequirement: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'dutchess' -> Hudson Valley | allRequirements: county_name 'rockland' -> Hudson Valley | allRequirements: county_name 'sullivan' -> Hudson Valley | allRequirements: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'ulster' -> Hudson Valley
https://dol.ny.gov/news/ironworkers-lu-33-jac-0,"[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",locationSummary: region 'southern tier' -> Southern Tier | locationSummary: region 'finger lakes' -> Finger Lakes | locationSummary: region 'western' -> Western New York | residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'orleans' -> Finger Lakes | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'chemung' -> Southern Tier | allRequirements: county_name 'steuben' -> Southern Tier | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes
https://dol.ny.gov/news/jatc-tile-marble-terrazzo-bac-lu-7,"[""Long Island""]",locationSummary: region 'long island' -> Long Island
https://dol.ny.gov/news/laborers-international-union-north-america-local-785-jatc-0,"[""Central New York"", ""Southern Tier""]",residencyRequirement: county 'chenango county' -> Southern Tier | residencyRequirement: county 'delaware county' -> Southern Tier | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'broome' -> Southern Tier | residencyRequirement: county_name 'tioga' -> Southern Tier | allRequirements: county 'chenango county' -> Southern Tier | allRequirements: county 'delaware county' -> Southern Tier | allRequirements: county_name 'cortland' -> Central New York | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'tompkins' -> Southern Tier | allRequirements: county_name 'chemung' -> Southern Tier | allRequirements: county_name 'steuben' -> Southern Tier | allRequirements: county_name 'broome' -> Southern Tier | allRequirements: county_name 'tioga' -> Southern Tier
https://dol.ny.gov/news/liuna-local-731-training-fund,"[""New York City""]",locationSummary: alias 'college point' -> New York City
https://dol.ny.gov/news/north-atlantic-state-carpenters-training-fund-0,"[""Capital Region"", ""Central New York"", ""Finger Lakes"", ""Hudson Valley"", ""Long Island"", ""Mohawk Valley"", ""New York City"", ""North Country"", ""Southern Tier"", ""Western New York""]",locationSummary: region 'capital district' -> Capital Region | locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country | locationSummary: region 'southern tier' -> Southern Tier | locationSummary: region 'finger lakes' -> Finger Lakes | locationSummary: region 'central' -> Central New York | locationSummary: region 'western' -> Western New York | residencyRequirement: county_name 'westchester' -> Hudson Valley | residencyRequirement: county_name 'dutchess' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'richmond' -> New York City | residencyRequirement: county_name 'suffolk' -> Long Island | residencyRequirement: county_name 'orange' -> Hudson Valley | residencyRequirement: county_name 'putnam' -> Hudson Valley | residencyRequirement: county_name 'nassau' -> Long Island | residencyRequirement: county_name 'queens' -> New York City | residencyRequirement: county_name 'bronx' -> New York City | residencyRequirement: county_name 'kings' -> New York City | allRequirements: county_name 'westchester' -> Hudson Valley | allRequirements: county_name 'dutchess' -> Hudson Valley | allRequirements: county_name 'rockland' -> Hudson Valley | allRequirements: county_name 'richmond' -> New York City | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'putnam' -> Hudson Valley | allRequirements: county_name 'nassau' -> Long Island | allRequirements: county_name 'queens' -> New York City | allRequirements: county_name 'bronx' -> New York City | allRequirements: county_name 'kings' -> New York City
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-10,"[""Capital Region"", ""Central New York"", ""Finger Lakes"", ""Hudson Valley"", ""Long Island"", ""Mohawk Valley"", ""New York City"", ""North Country"", ""Southern Tier"", ""Western New York""]",locationSummary: region 'new york city' -> New York City | residencyRequirement: region 'new york city' -> New York City | residencyRequirement: county_name 'st lawrence' -> North Country | residencyRequirement: county_name 'schenectady' -> Capital Region | residencyRequirement: county_name 'westchester' -> Hudson Valley | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'rensselaer' -> Capital Region | residencyRequirement: county_name 'washington' -> Capital Region | residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'montgomery' -> Mohawk Valley | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'schoharie' -> Mohawk Valley | residencyRequirement: county_name 'jefferson' -> North Country | residencyRequirement: county_name 'columbia' -> Capital Region | residencyRequirement: county_name 'saratoga' -> Capital Region | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'onondaga' -> Central New York | residencyRequirement: county_name 'dutchess' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'sullivan' -> Hudson Valley | residencyRequirement: county_name 'herkimer' -> Mohawk Valley | residencyRequirement: county_name 'franklin' -> North Country | residencyRequirement: county_name 'hamilton' -> North Country | residencyRequirement: county_name 'chenango' -> Southern Tier | residencyRequirement: county_name 'delaware' -> Southern Tier | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'allegany' -> Western New York | residencyRequirement: county_name 'madison' -> Central New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'suffolk' -> Long Island | residencyRequirement: county_name 'clinton' -> North Country | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'albany' -> Capital Region | residencyRequirement: county_name 'greene' -> Capital Region | residencyRequirement: county_name 'warren' -> Capital Region | residencyRequirement: county_name 'cayuga' -> Central New York | residencyRequirement: county_name 'oswego' -> Central New York | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'orange' -> Hudson Valley | residencyRequirement: county_name 'putnam' -> Hudson Valley | residencyRequirement: county_name 'ulster' -> Hudson Valley | residencyRequirement: county_name 'nassau' -> Long Island | residencyRequirement: county_name 'fulton' -> Mohawk Valley | residencyRequirement: county_name 'oneida' -> Mohawk Valley | residencyRequirement: county_name 'otsego' -> Mohawk Valley | residencyRequirement: county_name 'broome' -> Southern Tier | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | residencyRequirement: county_name 'essex' -> North Country | residencyRequirement: county_name 'lewis' -> North Country | residencyRequirement: county_name 'tioga' -> Southern Tier | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: region 'new york city' -> New York City | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'nassau' -> Long Island
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-4,"[""Long Island""]",residencyRequirement: county_name 'suffolk' -> Long Island | residencyRequirement: county_name 'nassau' -> Long Island | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'nassau' -> Long Island
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-5,"[""Capital Region"", ""Central New York"", ""Finger Lakes"", ""Hudson Valley"", ""Long Island"", ""Mohawk Valley"", ""North Country"", ""Southern Tier"", ""Western New York""]",allRequirements: county_name 'st lawrence' -> North Country | allRequirements: county_name 'schenectady' -> Capital Region | allRequirements: county_name 'westchester' -> Hudson Valley | allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'rensselaer' -> Capital Region | allRequirements: county_name 'washington' -> Capital Region | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'montgomery' -> Mohawk Valley | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'schoharie' -> Mohawk Valley | allRequirements: county_name 'jefferson' -> North Country | allRequirements: county_name 'columbia' -> Capital Region | allRequirements: county_name 'saratoga' -> Capital Region | allRequirements: county_name 'cortland' -> Central New York | allRequirements: county_name 'onondaga' -> Central New York | allRequirements: county_name 'dutchess' -> Hudson Valley | allRequirements: county_name 'rockland' -> Hudson Valley | allRequirements: county_name 'sullivan' -> Hudson Valley | allRequirements: county_name 'herkimer' -> Mohawk Valley | allRequirements: county_name 'franklin' -> North Country | allRequirements: county_name 'hamilton' -> North Country | allRequirements: county_name 'chenango' -> Southern Tier | allRequirements: county_name 'delaware' -> Southern Tier | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'tompkins' -> Southern Tier | allRequirements: county_name 'allegany' -> Western New York | allRequirements: county_name 'madison' -> Central New York | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'orleans' -> Finger Lakes | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'clinton' -> North Country | allRequirements: county_name 'chemung' -> Southern Tier | allRequirements: county_name 'steuben' -> Southern Tier | allRequirements: county_name 'niagara' -> Western New York | allRequirements: county_name 'albany' -> Capital Region | allRequirements: county_name 'greene' -> Capital Region | allRequirements: county_name 'warren' -> Capital Region | allRequirements: county_name 'cayuga' -> Central New York | allRequirements: county_name 'oswego' -> Central New York | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'putnam' -> Hudson Valley | allRequirements: county_name 'ulster' -> Hudson Valley | allRequirements: county_name 'nassau' -> Long Island | allRequirements: county_name 'fulton' -> Mohawk Valley | allRequirements: county_name 'oneida' -> Mohawk Valley | allRequirements: county_name 'otsego' -> Mohawk Valley | allRequirements: county_name 'broome' -> Southern Tier | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'essex' -> North Country | allRequirements: county_name 'lewis' -> North Country | allRequirements: county_name 'tioga' -> Southern Tier | allRequirements: county_name 'erie' -> Western New York
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-6,"[""Hudson Valley""]",residencyRequirement: county_name 'westchester' -> Hudson Valley | residencyRequirement: county_name 'dutchess' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'sullivan' -> Hudson Valley | residencyRequirement: county_name 'orange' -> Hudson Valley | residencyRequirement: county_name 'putnam' -> Hudson Valley | residencyRequirement: county_name 'ulster' -> Hudson Valley | allRequirements: county_name 'westchester' -> Hudson Valley | allRequirements: county_name 'dutchess' -> Hudson Valley | allRequirements: county_name 'rockland' -> Hudson Valley | allRequirements: county_name 'sullivan' -> Hudson Valley | allRequirements: county_name 'orange' -> Hudson Valley | allRequirements: county_name 'putnam' -> Hudson Valley | allRequirements: county_name 'ulster' -> Hudson Valley
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-7,"[""Capital Region"", ""Mohawk Valley"", ""North Country""]",residencyRequirement: county_name 'schenectady' -> Capital Region | residencyRequirement: county_name 'rensselaer' -> Capital Region | residencyRequirement: county_name 'washington' -> Capital Region | residencyRequirement: county_name 'montgomery' -> Mohawk Valley | residencyRequirement: county_name 'schoharie' -> Mohawk Valley | residencyRequirement: county_name 'columbia' -> Capital Region | residencyRequirement: county_name 'saratoga' -> Capital Region | residencyRequirement: county_name 'franklin' -> North Country | residencyRequirement: county_name 'hamilton' -> North Country | residencyRequirement: county_name 'clinton' -> North Country | residencyRequirement: county_name 'albany' -> Capital Region | residencyRequirement: county_name 'greene' -> Capital Region | residencyRequirement: county_name 'warren' -> Capital Region | residencyRequirement: county_name 'fulton' -> Mohawk Valley | residencyRequirement: county_name 'essex' -> North Country | allRequirements: county_name 'schenectady' -> Capital Region | allRequirements: county_name 'rensselaer' -> Capital Region | allRequirements: county_name 'washington' -> Capital Region | allRequirements: county_name 'montgomery' -> Mohawk Valley | allRequirements: county_name 'schoharie' -> Mohawk Valley | allRequirements: county_name 'columbia' -> Capital Region | allRequirements: county_name 'saratoga' -> Capital Region | allRequirements: county_name 'franklin' -> North Country | allRequirements: county_name 'hamilton' -> North Country | allRequirements: county_name 'clinton' -> North Country | allRequirements: county_name 'albany' -> Capital Region | allRequirements: county_name 'greene' -> Capital Region | allRequirements: county_name 'warren' -> Capital Region | allRequirements: county_name 'fulton' -> Mohawk Valley | allRequirements: county_name 'essex' -> North Country
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-8,"[""Central New York"", ""Finger Lakes"", ""Mohawk Valley"", ""North Country"", ""Southern Tier"", ""Western New York""]",residencyRequirement: county_name 'st lawrence' -> North Country | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'jefferson' -> North Country | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'onondaga' -> Central New York | residencyRequirement: county_name 'herkimer' -> Mohawk Valley | residencyRequirement: county_name 'chenango' -> Southern Tier | residencyRequirement: county_name 'delaware' -> Southern Tier | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'allegany' -> Western New York | residencyRequirement: county_name 'madison' -> Central New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'cayuga' -> Central New York | residencyRequirement: county_name 'oswego' -> Central New York | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'oneida' -> Mohawk Valley | residencyRequirement: county_name 'otsego' -> Mohawk Valley | residencyRequirement: county_name 'broome' -> Southern Tier | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | residencyRequirement: county_name 'lewis' -> North Country | residencyRequirement: county_name 'tioga' -> Southern Tier | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: county_name 'st lawrence' -> North Country | allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'livingston' -> Finger Lakes | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'jefferson' -> North Country | allRequirements: county_name 'cortland' -> Central New York | allRequirements: county_name 'onondaga' -> Central New York | allRequirements: county_name 'herkimer' -> Mohawk Valley | allRequirements: county_name 'chenango' -> Southern Tier | allRequirements: county_name 'delaware' -> Southern Tier | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'tompkins' -> Southern Tier | allRequirements: county_name 'allegany' -> Western New York | allRequirements: county_name 'madison' -> Central New York | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'ontario' -> Finger Lakes | allRequirements: county_name 'orleans' -> Finger Lakes | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'chemung' -> Southern Tier | allRequirements: county_name 'steuben' -> Southern Tier | allRequirements: county_name 'niagara' -> Western New York | allRequirements: county_name 'cayuga' -> Central New York | allRequirements: county_name 'oswego' -> Central New York | allRequirements: county_name 'monroe' -> Finger Lakes | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'oneida' -> Mohawk Valley | allRequirements: county_name 'otsego' -> Mohawk Valley | allRequirements: county_name 'broome' -> Southern Tier | allRequirements: county_name 'wayne' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'lewis' -> North Country | allRequirements: county_name 'tioga' -> Southern Tier | allRequirements: county_name 'erie' -> Western New York
https://dol.ny.gov/news/north-atlantic-states-carpenters-training-fund-9,"[""Capital Region"", ""Central New York"", ""Finger Lakes"", ""Hudson Valley"", ""Long Island"", ""Mohawk Valley"", ""New York City"", ""North Country"", ""Southern Tier"", ""Western New York""]",residencyRequirement: region 'new york city' -> New York City | residencyRequirement: county_name 'st lawrence' -> North Country | residencyRequirement: county_name 'schenectady' -> Capital Region | residencyRequirement: county_name 'westchester' -> Hudson Valley | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'rensselaer' -> Capital Region | residencyRequirement: county_name 'washington' -> Capital Region | residencyRequirement: county_name 'livingston' -> Finger Lakes | residencyRequirement: county_name 'montgomery' -> Mohawk Valley | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'schoharie' -> Mohawk Valley | residencyRequirement: county_name 'jefferson' -> North Country | residencyRequirement: county_name 'columbia' -> Capital Region | residencyRequirement: county_name 'saratoga' -> Capital Region | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'onondaga' -> Central New York | residencyRequirement: county_name 'dutchess' -> Hudson Valley | residencyRequirement: county_name 'rockland' -> Hudson Valley | residencyRequirement: county_name 'sullivan' -> Hudson Valley | residencyRequirement: county_name 'herkimer' -> Mohawk Valley | residencyRequirement: county_name 'franklin' -> North Country | residencyRequirement: county_name 'hamilton' -> North Country | residencyRequirement: county_name 'chenango' -> Southern Tier | residencyRequirement: county_name 'delaware' -> Southern Tier | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'allegany' -> Western New York | residencyRequirement: county_name 'madison' -> Central New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'ontario' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'suffolk' -> Long Island | residencyRequirement: county_name 'clinton' -> North Country | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'steuben' -> Southern Tier | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'albany' -> Capital Region | residencyRequirement: county_name 'greene' -> Capital Region | residencyRequirement: county_name 'warren' -> Capital Region | residencyRequirement: county_name 'cayuga' -> Central New York | residencyRequirement: county_name 'oswego' -> Central New York | residencyRequirement: county_name 'monroe' -> Finger Lakes | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'orange' -> Hudson Valley | residencyRequirement: county_name 'putnam' -> Hudson Valley | residencyRequirement: county_name 'ulster' -> Hudson Valley | residencyRequirement: county_name 'nassau' -> Long Island | residencyRequirement: county_name 'fulton' -> Mohawk Valley | residencyRequirement: county_name 'oneida' -> Mohawk Valley | residencyRequirement: county_name 'otsego' -> Mohawk Valley | residencyRequirement: county_name 'broome' -> Southern Tier | residencyRequirement: county_name 'wayne' -> Finger Lakes | residencyRequirement: county_name 'yates' -> Finger Lakes | residencyRequirement: county_name 'essex' -> North Country | residencyRequirement: county_name 'lewis' -> North Country | residencyRequirement: county_name 'tioga' -> Southern Tier | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: region 'new york city' -> New York City | allRequirements: county_name 'suffolk' -> Long Island | allRequirements: county_name 'nassau' -> Long Island
https://dol.ny.gov/news/plumbers-and-pipefitters-binghamton-lu-112-northern-zone-0,"[""Central New York"", ""Mohawk Valley"", ""North Country""]",locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'north country' -> North Country | locationSummary: region 'central' -> Central New York
https://dol.ny.gov/news/plumbers-and-pipefitters-binghamton-lu-112-southern-zone-0,"[""Mohawk Valley"", ""Southern Tier""]",locationSummary: region 'mohawk valley' -> Mohawk Valley | locationSummary: region 'southern tier' -> Southern Tier
https://dol.ny.gov/news/plumbers-steamfitters-jac-local-773-0,"[""Capital Region"", ""North Country""]",locationSummary: region 'capital district' -> Capital Region | locationSummary: region 'north country' -> North Country | residencyRequirement: region 'capital district' -> Capital Region | residencyRequirement: region 'north country' -> North Country
https://dol.ny.gov/news/plumbers-steamfitters-jatc-lu-81-1,"[""Central New York"", ""Finger Lakes"", ""North Country"", ""Southern Tier""]",residencyRequirement: county_name 'st lawrence' -> North Country | residencyRequirement: county_name 'jefferson' -> North Country | residencyRequirement: county_name 'cortland' -> Central New York | residencyRequirement: county_name 'onondaga' -> Central New York | residencyRequirement: county_name 'franklin' -> North Country | residencyRequirement: county_name 'schuyler' -> Southern Tier | residencyRequirement: county_name 'tompkins' -> Southern Tier | residencyRequirement: county_name 'madison' -> Central New York | residencyRequirement: county_name 'chemung' -> Southern Tier | residencyRequirement: county_name 'cayuga' -> Central New York | residencyRequirement: county_name 'oswego' -> Central New York | residencyRequirement: county_name 'seneca' -> Finger Lakes | residencyRequirement: county_name 'lewis' -> North Country | allRequirements: county_name 'st lawrence' -> North Country | allRequirements: county_name 'jefferson' -> North Country | allRequirements: county_name 'cortland' -> Central New York | allRequirements: county_name 'onondaga' -> Central New York | allRequirements: county_name 'franklin' -> North Country | allRequirements: county_name 'schuyler' -> Southern Tier | allRequirements: county_name 'tompkins' -> Southern Tier | allRequirements: county_name 'madison' -> Central New York | allRequirements: county_name 'chemung' -> Southern Tier | allRequirements: county_name 'cayuga' -> Central New York | allRequirements: county_name 'oswego' -> Central New York | allRequirements: county_name 'seneca' -> Finger Lakes | allRequirements: county_name 'lewis' -> North Country
https://dol.ny.gov/news/plumbers-steamfitters-local-union-7-jac,"[""Capital Region""]",locationSummary: alias 'latham' -> Capital Region
https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-2,"[""Finger Lakes"", ""Western New York""]",locationSummary: region 'western new york' -> Western New York | locationSummary: region 'finger lakes' -> Finger Lakes | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'allegany' -> Western New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'orleans' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'niagara' -> Western New York | allRequirements: county_name 'erie' -> Western New York | allRequirements: county 'genesee county' -> Finger Lakes | allRequirements: county 'orleans county' -> Finger Lakes | allRequirements: county_name 'yates' -> Finger Lakes | allRequirements: county 'allegany county' -> Western New York | allRequirements: county_name 'genesee' -> Finger Lakes
https://dol.ny.gov/news/plumbers-steamfitters-lu-22-jac-western-ny-3,"[""Finger Lakes"", ""Western New York""]",locationSummary: region 'finger lakes' -> Finger Lakes | locationSummary: region 'western' -> Western New York | residencyRequirement: county 'allegany county' -> Western New York | residencyRequirement: county 'genesee county' -> Finger Lakes | residencyRequirement: county 'orleans county' -> Finger Lakes | residencyRequirement: county_name 'cattaraugus' -> Western New York | residencyRequirement: county_name 'chautauqua' -> Western New York | residencyRequirement: county_name 'genesee' -> Finger Lakes | residencyRequirement: county_name 'wyoming' -> Finger Lakes | residencyRequirement: county_name 'niagara' -> Western New York | residencyRequirement: county_name 'yates' -> Finger Lakes | residencyRequirement: county_name 'erie' -> Western New York | allRequirements: county 'allegany county' -> Western New York | allRequirements: county 'genesee county' -> Finger Lakes | allRequirements: county 'orleans county' -> Finger Lakes | allRequirements: county_name 'cattaraugus' -> Western New York | allRequirements: county_name 'chautauqua' -> Western New York | allRequirements: county_name 'genesee' -> Finger Lakes | allRequirements: county_name 'wyoming' -> Finger Lakes | allRequirements: county_name 'niagara' -> Western New York | allRequirements: county_name 'yates' -> Finger Lakes | allRequirements: county_name 'erie' -> Western New York
